BLEU	sacre_BLEU	sacre_CHRF2	sacre_TER
1.00	100.00	100.00	0.00
0.61	66.98	74.61	31.58
0.76	77.25	79.15	20.00
0.50	53.33	72.13	44.44
0.00	40.13	76.16	47.62
0.26	39.67	60.22	43.24
0.38	40.87	68.14	64.86
0.00	8.75	35.67	80.00
0.51	53.19	76.69	41.18
0.33	40.64	65.95	42.11
0.61	66.72	76.17	50.00
0.42	55.22	75.51	31.58
0.93	93.32	92.64	3.45
0.34	47.78	75.70	36.07
0.90	92.13	86.65	18.18
0.56	61.29	80.30	23.53
0.72	82.61	80.83	28.57
0.34	44.57	68.03	46.38
0.62	68.41	68.48	31.03
0.76	80.03	88.71	8.33
0.53	60.03	72.42	37.50
0.00	33.03	69.57	23.53
0.18	25.00	67.11	61.54
0.54	74.71	78.22	60.47
0.33	33.60	66.77	45.16
0.40	40.53	59.44	48.00
0.54	59.80	59.57	54.24
0.55	62.23	78.89	33.33
0.24	27.77	57.82	58.06
0.80	80.15	93.55	9.84
0.36	46.53	66.52	36.36
0.29	43.60	69.72	65.52
0.00	15.32	51.29	105.00
0.00	7.97	46.75	55.17
0.53	55.53	81.35	15.69
0.18	22.30	57.87	84.06
0.20	23.11	61.94	90.20
0.22	30.78	67.82	104.35
0.00	14.13	43.48	14.29
0.33	41.38	71.65	43.90
0.00	7.13	55.10	63.83
0.23	24.21	64.94	81.82
0.38	43.77	70.50	51.95
0.84	82.82	83.33	18.18
0.83	84.10	89.14	10.91
0.00	35.74	59.48	52.63
0.71	77.68	88.82	22.22
0.23	29.15	53.15	54.05
0.32	35.81	68.73	45.16
0.44	47.35	68.45	38.46
0.29	33.66	54.61	52.63
0.53	53.78	90.02	30.30
0.00	13.91	66.80	37.50
0.00	8.00	53.15	80.00
0.44	48.61	62.69	44.07
0.62	61.70	78.21	33.33
0.29	36.14	57.36	55.17
0.34	47.03	55.90	47.06
0.37	46.58	70.07	43.24
0.29	26.11	54.81	64.86
0.49	50.09	70.32	44.00
0.43	42.87	66.56	52.46
0.29	27.64	43.55	57.14
0.74	73.97	80.27	20.00
0.34	39.49	67.45	40.68
